Case_ID,Customer_ID,Transaction_ID,Date_Raised,Payment_Method,Dispute_Type,Transaction_Amount,Merchant_Category,Transaction_Status,Customer_Claim,Evidence_Available,Risk_Level,Refund_Eligibility,Case_Status,SLA_Target_Days,Actual_Resolution_Days,SLA_Breached,Assigned_Team,Refund_Amount,Root_Cause,Customer_Sentiment
DSP-0565,CUST-7554,TXN-578221,2026-01-22,Open Banking,Wrong Amount Debited,12.6,Travel,Pending,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,5,No,Payment Operations,6.3,System Mapping Error,Positive
DSP-0566,CUST-6183,TXN-926051,2026-04-22,Card,Chargeback Request,24.42,Subscription,Success,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,Resolved,10,2,No,Payment Operations,18.32,Merchant Settlement Delay,Positive
DSP-0567,CUST-4698,TXN-386939,2026-01-03,Card,Chargeback Request,64.74,Subscription,Failed,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,Resolved,10,8,No,Payment Operations,48.55,Customer Evidence Missing,Negative
DSP-0568,CUST-1785,TXN-279041,2026-03-23,Open Banking,Refund Delay,16.9,Transport,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,7,No,Refund Team,8.45,Merchant Settlement Delay,Neutral
DSP-0569,CUST-3337,TXN-497201,2026-05-26,Wallet,Failed Payment,60.52,Subscription,Success,My payment of £60.52 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,11,Yes,Payment Operations,45.39,Bank Reversal Delay,Negative
DSP-0570,CUST-6000,TXN-766511,2026-01-23,Open Banking,Refund Delay,29.96,Food Delivery,Success,My refund of £29.96 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,5,No,Refund Team,29.96,Bank Reversal Delay,Positive
DSP-0571,CUST-1175,TXN-544579,2026-05-11,Open Banking,Failed Payment,40.04,E-commerce,Pending,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Open,5,7,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0572,CUST-9754,TXN-886083,2026-03-30,Card,Wrong Amount Debited,131.01,Subscription,Success,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0573,CUST-3864,TXN-178771,2026-04-04,Wallet,Merchant Not Credited,126.85,Bills & Utilities,Success,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Resolved,7,12,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0574,CUST-5752,TXN-413710,2026-05-04,Card,Duplicate Debit,90.47,Retail,Pending,I was charged twice for the same payment of £90.47.,No,Medium,Manual Review,Awaiting Evidence,5,7,Yes,Refund Team,0,Duplicate Processing,Negative
DSP-0575,CUST-8586,TXN-747756,2026-05-05,Card,Failed Payment,37.25,Food Delivery,Success,My payment of £37.25 failed but the money was debited.,No,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,37.25,Gateway Timeout,Negative
DSP-0576,CUST-7729,TXN-229858,2026-05-05,Card,Unauthorised Transaction,20.32,Travel,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,11,Yes,Fraud Review,15.24,Fraud Indicator,Negative
DSP-0577,CUST-3651,TXN-246668,2026-04-01,Wallet,Failed Payment,18.29,Retail,Success,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,10,Yes,Payment Operations,0,Gateway Timeout,Negative
DSP-0578,CUST-2946,TXN-541550,2026-05-06,Bank Transfer,Unauthorised Transaction,64.26,Transport,Pending,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,In Review,10,12,Yes,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0579,CUST-2797,TXN-213119,2026-01-06,Card,Refund Delay,31.36,Food Delivery,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,0,Merchant Settlement Delay,Negative
DSP-0580,CUST-5087,TXN-394795,2026-01-30,Open Banking,Chargeback Request,5.19,Retail,Success,The service was not provided and I want to raise a chargeback.,No,Medium,Manual Review,Resolved,10,10,No,Payment Operations,2.6,Merchant Settlement Delay,Negative
DSP-0581,CUST-3436,TXN-340526,2026-01-31,Card,Failed Payment,30.56,Food Delivery,Pending,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,4,No,Payment Operations,22.92,System Mapping Error,Neutral
DSP-0582,CUST-1846,TXN-419071,2026-01-29,Card,Duplicate Debit,27.85,Travel,Pending,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,6,Yes,Refund Team,27.85,Duplicate Processing,Negative
DSP-0583,CUST-4473,TXN-399176,2026-05-01,Card,Merchant Not Credited,35.35,Bills & Utilities,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,5,No,Merchant Support,26.51,Merchant Settlement Delay,Positive
DSP-0584,CUST-4903,TXN-781834,2026-03-12,Card,Refund Delay,60.47,Subscription,Pending,My refund of £60.47 is still pending after several days.,No,Medium,Manual Review,Resolved,7,5,No,Refund Team,30.23,Bank Reversal Delay,Neutral
DSP-0585,CUST-5939,TXN-860585,2026-05-02,Open Banking,Duplicate Debit,56.64,Retail,Success,There are two debits for one order. Please refund the duplicate amount.,No,Low,Eligible,Awaiting Evidence,5,6,Yes,Refund Team,0,Duplicate Processing,Negative
DSP-0586,CUST-6996,TXN-570267,2026-01-31,Open Banking,Failed Payment,7.24,Subscription,Pending,My payment of £7.24 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,2,No,Payment Operations,3.62,Bank Reversal Delay,Neutral
DSP-0587,CUST-7512,TXN-619072,2026-05-17,Open Banking,Chargeback Request,5.72,Bills & Utilities,Failed,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Resolved,10,5,No,Payment Operations,5.72,Manual Follow-up Delay,Neutral
DSP-0588,CUST-9254,TXN-842133,2026-05-15,Card,APP Scam Claim,26.95,Food Delivery,Success,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,12,Yes,Fraud Review,0,Fraud Indicator,Negative
DSP-0589,CUST-3178,TXN-383571,2026-01-14,Wallet,Duplicate Debit,111.42,Food Delivery,Failed,I was charged twice for the same payment of £111.42.,No,Low,Eligible,Awaiting Evidence,5,5,No,Refund Team,0,Duplicate Processing,Positive
DSP-0590,CUST-7690,TXN-741185,2026-03-17,Card,Failed Payment,526.97,Transport,Pending,The transaction failed and I still cannot see my money returned.,Yes,High,Manual Review,Resolved,5,8,Yes,Payment Operations,526.97,System Mapping Error,Negative
DSP-0591,CUST-4377,TXN-956526,2026-04-24,Card,Duplicate Debit,75.14,Transport,Success,I was charged twice for the same payment of £75.14.,Yes,Low,Eligible,Resolved,5,2,No,Refund Team,75.14,Duplicate Processing,Positive
DSP-0592,CUST-9125,TXN-290330,2026-04-28,Card,APP Scam Claim,16.6,E-commerce,Success,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,7,No,Fraud Review,12.45,Customer Evidence Missing,Negative
DSP-0593,CUST-2137,TXN-250494,2026-01-19,Bank Transfer,Refund Delay,57.64,E-commerce,Failed,The merchant said the refund was processed but I have not received it.,No,Medium,Manual Review,Resolved,7,6,No,Refund Team,0,Bank Reversal Delay,Neutral
DSP-0594,CUST-5068,TXN-907526,2026-01-22,Card,Chargeback Request,81.44,Food Delivery,Pending,The service was not provided and I want to raise a chargeback.,No,Medium,Manual Review,Awaiting Evidence,10,4,No,Payment Operations,0,Manual Follow-up Delay,Neutral
DSP-0595,CUST-3281,TXN-603762,2026-05-25,Open Banking,Unauthorised Transaction,23.59,Retail,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,10,No,Fraud Review,11.79,Manual Follow-up Delay,Negative
DSP-0596,CUST-3323,TXN-101269,2026-02-27,Card,Refund Delay,9.1,Retail,Pending,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Open,7,5,No,Refund Team,0,Manual Follow-up Delay,Positive
DSP-0597,CUST-2804,TXN-335428,2026-01-27,Open Banking,Duplicate Debit,16,Travel,Pending,I was charged twice for the same payment of £16.00.,No,Medium,Manual Review,Resolved,5,12,Yes,Refund Team,16,Duplicate Processing,Negative
DSP-0598,CUST-7967,TXN-257517,2026-03-19,Bank Transfer,Duplicate Debit,85.71,Bills & Utilities,Failed,I was charged twice for the same payment of £85.71.,No,Medium,Manual Review,Awaiting Evidence,5,6,Yes,Refund Team,0,Duplicate Processing,Negative
DSP-0599,CUST-1035,TXN-255863,2026-02-07,Card,Refund Delay,182.19,Bills & Utilities,Pending,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,0,Merchant Settlement Delay,Negative
DSP-0600,CUST-7308,TXN-469737,2026-03-23,Bank Transfer,Refund Delay,50.97,E-commerce,Pending,My refund of £50.97 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,5,No,Refund Team,50.97,Manual Follow-up Delay,Neutral
DSP-0601,CUST-2369,TXN-709184,2026-04-18,Bank Transfer,Unauthorised Transaction,72.35,Food Delivery,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,8,No,Fraud Review,54.26,Fraud Indicator,Negative
DSP-0602,CUST-3283,TXN-409012,2026-04-28,Card,APP Scam Claim,5,Food Delivery,Failed,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,13,Yes,Fraud Review,2.5,Manual Follow-up Delay,Negative
DSP-0603,CUST-7089,TXN-156710,2026-01-28,Wallet,Failed Payment,13.75,Food Delivery,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0604,CUST-8703,TXN-531512,2026-03-28,Bank Transfer,Merchant Not Credited,48.61,Retail,Success,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,In Review,7,12,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0605,CUST-9222,TXN-420899,2026-02-28,Bank Transfer,Failed Payment,171.03,Retail,Failed,My payment of £171.03 failed but the money was debited.,Yes,Medium,Eligible,Resolved,5,6,Yes,Payment Operations,171.03,Gateway Timeout,Negative
DSP-0606,CUST-8674,TXN-600607,2026-03-22,Wallet,Refund Delay,33.64,Travel,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,7,No,Refund Team,25.23,Bank Reversal Delay,Neutral
DSP-0607,CUST-5623,TXN-270666,2026-05-19,Card,Duplicate Debit,22.86,Food Delivery,Success,I was charged twice for the same payment of £22.86.,Yes,Low,Eligible,In Review,5,2,No,Refund Team,0,Duplicate Processing,Neutral
DSP-0608,CUST-6154,TXN-197738,2026-03-21,Card,Refund Delay,23.87,Retail,Success,My refund of £23.87 is still pending after several days.,No,Medium,Manual Review,Awaiting Evidence,7,5,No,Refund Team,0,Merchant Settlement Delay,Neutral
DSP-0609,CUST-7672,TXN-877468,2026-05-09,Card,Unauthorised Transaction,11.76,Bills & Utilities,Success,I do not recognise this transaction and did not authorise it.,No,High,Manual Review,Resolved,10,13,Yes,Fraud Review,5.88,Fraud Indicator,Negative
DSP-0610,CUST-3307,TXN-906172,2026-02-11,Open Banking,Refund Delay,46.84,Bills & Utilities,Pending,My refund of £46.84 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,7,No,Refund Team,0,Merchant Settlement Delay,Neutral
DSP-0611,CUST-4917,TXN-318964,2026-01-20,Open Banking,Merchant Not Credited,5,Transport,Pending,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,6,No,Merchant Support,5,Merchant Settlement Delay,Positive
DSP-0612,CUST-2461,TXN-174589,2026-02-15,Wallet,Refund Delay,80.46,Retail,Pending,My refund of £80.46 is still pending after several days.,No,Medium,Manual Review,Resolved,7,9,Yes,Refund Team,0,Merchant Settlement Delay,Negative
DSP-0613,CUST-7701,TXN-998630,2026-02-03,Bank Transfer,Merchant Not Credited,52.71,Food Delivery,Failed,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,14,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0614,CUST-5011,TXN-833736,2026-05-24,Card,APP Scam Claim,28.15,Bills & Utilities,Pending,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,4,No,Fraud Review,21.11,Customer Evidence Missing,Negative
DSP-0615,CUST-2787,TXN-189991,2026-02-16,Wallet,APP Scam Claim,21.06,Travel,Success,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,9,No,Fraud Review,10.53,Fraud Indicator,Negative
DSP-0616,CUST-3384,TXN-771315,2026-02-24,Card,Failed Payment,51.31,Transport,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,2,No,Payment Operations,25.66,Bank Reversal Delay,Positive
DSP-0617,CUST-5129,TXN-766566,2026-02-15,Card,Failed Payment,33.21,E-commerce,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Open,5,4,No,Payment Operations,0,Gateway Timeout,Positive
DSP-0618,CUST-5864,TXN-272525,2026-02-20,Card,Refund Delay,36.06,Retail,Pending,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,3,No,Refund Team,0,Manual Follow-up Delay,Neutral
DSP-0619,CUST-3369,TXN-439458,2026-03-23,Card,APP Scam Claim,143.14,Travel,Success,I believe I have been scammed through a bank transfer.,No,High,Manual Review,Open,10,13,Yes,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0620,CUST-2596,TXN-138258,2026-02-25,Wallet,Failed Payment,143.98,Subscription,Success,My payment of £143.98 failed but the money was debited.,No,Medium,Manual Review,Awaiting Evidence,5,10,Yes,Payment Operations,0,Gateway Timeout,Negative
DSP-0621,CUST-7066,TXN-953309,2026-04-04,Card,APP Scam Claim,41.39,E-commerce,Failed,I was tricked into sending money and need urgent help.,No,High,Manual Review,Resolved,10,11,Yes,Fraud Review,31.04,Customer Evidence Missing,Negative
DSP-0622,CUST-3880,TXN-581111,2026-04-20,Card,Merchant Not Credited,16.91,Travel,Pending,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,9,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0623,CUST-2435,TXN-945089,2026-01-27,Card,Failed Payment,106.58,Subscription,Success,My payment of £106.58 failed but the money was debited.,Yes,Medium,Manual Review,Open,5,7,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0624,CUST-8448,TXN-678381,2026-04-08,Card,APP Scam Claim,111.24,Transport,Pending,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,6,No,Fraud Review,111.24,Manual Follow-up Delay,Negative
DSP-0625,CUST-9315,TXN-397380,2026-03-10,Open Banking,Duplicate Debit,34.33,Bills & Utilities,Success,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,4,No,Refund Team,34.33,Duplicate Processing,Positive
DSP-0626,CUST-3792,TXN-699982,2026-04-21,Card,Chargeback Request,11.47,Transport,Success,"The merchant refused refund, so I need a chargeback review.",No,Medium,Manual Review,Resolved,10,3,No,Payment Operations,0,Customer Evidence Missing,Neutral
DSP-0627,CUST-6212,TXN-642404,2026-02-10,Bank Transfer,Failed Payment,98.09,E-commerce,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,10,Yes,Payment Operations,98.09,System Mapping Error,Negative
DSP-0628,CUST-4338,TXN-197784,2026-01-24,Card,Failed Payment,64.39,Subscription,Failed,My payment of £64.39 failed but the money was debited.,No,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,64.39,Gateway Timeout,Negative
DSP-0629,CUST-8433,TXN-765282,2026-04-02,Card,Merchant Not Credited,24.45,Transport,Success,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Resolved,7,11,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0630,CUST-2694,TXN-216320,2026-04-28,Open Banking,Failed Payment,19.93,Retail,Success,My payment of £19.93 failed but the money was debited.,Yes,Medium,Manual Review,Open,5,1,No,Payment Operations,0,Bank Reversal Delay,Positive
DSP-0631,CUST-9045,TXN-934080,2026-01-06,Card,Refund Delay,51.01,Bills & Utilities,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,6,No,Refund Team,51.01,Merchant Settlement Delay,Neutral
DSP-0632,CUST-6616,TXN-463629,2026-05-04,Open Banking,Merchant Not Credited,26.91,Subscription,Success,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,6,No,Merchant Support,20.18,Gateway Timeout,Neutral
DSP-0633,CUST-1483,TXN-443450,2026-02-05,Card,Wrong Amount Debited,97.1,Bills & Utilities,Success,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Resolved,5,1,No,Payment Operations,0,Customer Input Error,Neutral
DSP-0634,CUST-3833,TXN-307488,2026-03-13,Open Banking,Failed Payment,114.03,Retail,Pending,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,10,Yes,Payment Operations,114.03,Bank Reversal Delay,Negative
DSP-0635,CUST-6222,TXN-753169,2026-01-28,Bank Transfer,Refund Delay,47.29,E-commerce,Pending,My refund of £47.29 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,0,Bank Reversal Delay,Negative
DSP-0636,CUST-7525,TXN-131394,2026-01-30,Card,Duplicate Debit,78.29,Food Delivery,Success,I was charged twice for the same payment of £78.29.,Yes,Low,Eligible,Resolved,5,2,No,Refund Team,78.29,Duplicate Processing,Positive
DSP-0637,CUST-1157,TXN-434064,2026-01-03,Wallet,Duplicate Debit,46.76,Retail,Failed,I was charged twice for the same payment of £46.76.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,46.76,Duplicate Processing,Positive
DSP-0638,CUST-7909,TXN-815267,2026-04-22,Card,Duplicate Debit,33.05,Bills & Utilities,Success,I was charged twice for the same payment of £33.05.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,33.05,Duplicate Processing,Positive
DSP-0639,CUST-1348,TXN-398882,2026-01-05,Wallet,APP Scam Claim,5.55,Bills & Utilities,Success,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,15,Yes,Fraud Review,4.16,Manual Follow-up Delay,Negative
DSP-0640,CUST-5500,TXN-432597,2026-03-30,Card,Merchant Not Credited,20.03,Bills & Utilities,Success,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Open,7,12,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0641,CUST-2683,TXN-130710,2026-02-27,Card,Failed Payment,17.28,E-commerce,Failed,My payment of £17.28 failed but the money was debited.,Yes,Medium,Eligible,Resolved,5,8,Yes,Payment Operations,17.28,Gateway Timeout,Negative
DSP-0642,CUST-1860,TXN-372302,2026-01-12,Card,Chargeback Request,16.06,Subscription,Pending,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,Resolved,10,12,Yes,Payment Operations,12.04,Manual Follow-up Delay,Negative
DSP-0643,CUST-3069,TXN-434844,2026-02-07,Wallet,APP Scam Claim,128.74,Bills & Utilities,Failed,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,In Review,10,7,No,Fraud Review,0,Fraud Indicator,Negative
DSP-0644,CUST-4700,TXN-196258,2026-03-09,Wallet,Wrong Amount Debited,10.99,Retail,Failed,The wrong amount was debited from my account. Please investigate.,No,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,8.24,System Mapping Error,Negative
DSP-0645,CUST-4481,TXN-113765,2026-02-25,Bank Transfer,Refund Delay,39.36,Transport,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,6,No,Refund Team,39.36,Merchant Settlement Delay,Neutral
DSP-0646,CUST-4584,TXN-481308,2026-04-09,Open Banking,APP Scam Claim,44.22,Retail,Success,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,8,No,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0647,CUST-8552,TXN-212379,2026-01-29,Card,APP Scam Claim,62.26,Travel,Success,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,9,No,Fraud Review,31.13,Customer Evidence Missing,Negative
DSP-0648,CUST-5466,TXN-487743,2026-01-26,Card,Refund Delay,87.73,Retail,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,6,No,Refund Team,43.87,Manual Follow-up Delay,Neutral
DSP-0649,CUST-2819,TXN-330246,2026-01-30,Card,Failed Payment,28.08,Food Delivery,Success,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0650,CUST-9112,TXN-315697,2026-02-13,Wallet,Refund Delay,18.81,E-commerce,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,3,No,Refund Team,0,Manual Follow-up Delay,Neutral
DSP-0651,CUST-6162,TXN-814544,2026-01-18,Card,Refund Delay,7.17,E-commerce,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,12,Yes,Refund Team,0,Bank Reversal Delay,Negative
DSP-0652,CUST-6769,TXN-596846,2026-05-30,Card,APP Scam Claim,38.79,Food Delivery,Failed,I was tricked into sending money and need urgent help.,No,High,Manual Review,Resolved,10,13,Yes,Fraud Review,19.39,Fraud Indicator,Negative
DSP-0653,CUST-2638,TXN-419398,2026-03-27,Bank Transfer,Wrong Amount Debited,39.21,Food Delivery,Pending,I authorised a lower amount but a higher amount was taken.,No,Medium,Manual Review,Awaiting Evidence,5,10,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0654,CUST-2847,TXN-383049,2026-05-13,Wallet,Failed Payment,53.02,Bills & Utilities,Success,My payment of £53.02 failed but the money was debited.,Yes,Medium,Manual Review,In Review,5,2,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0655,CUST-4175,TXN-496129,2026-01-28,Open Banking,APP Scam Claim,6.86,Subscription,Success,I believe I have been scammed through a bank transfer.,No,High,Manual Review,Resolved,10,16,Yes,Fraud Review,3.43,Customer Evidence Missing,Negative
DSP-0656,CUST-3014,TXN-554515,2026-04-27,Bank Transfer,Unauthorised Transaction,31.48,Food Delivery,Failed,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Resolved,10,9,No,Fraud Review,23.61,Customer Evidence Missing,Negative
DSP-0657,CUST-5974,TXN-610472,2026-03-15,Card,Duplicate Debit,37.12,Transport,Failed,I was charged twice for the same payment of £37.12.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,37.12,Duplicate Processing,Neutral
DSP-0658,CUST-5119,TXN-244408,2026-03-31,Open Banking,Unauthorised Transaction,43.38,Subscription,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,13,Yes,Fraud Review,21.69,Customer Evidence Missing,Negative
DSP-0659,CUST-4585,TXN-133697,2026-05-02,Open Banking,Duplicate Debit,61.81,Bills & Utilities,Pending,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,2,No,Refund Team,61.81,Duplicate Processing,Positive
DSP-0660,CUST-3280,TXN-816514,2026-02-21,Card,Refund Delay,21.53,Travel,Failed,My refund of £21.53 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,0,Manual Follow-up Delay,Negative
DSP-0661,CUST-2573,TXN-245342,2026-05-15,Bank Transfer,Duplicate Debit,37.32,Bills & Utilities,Pending,I was charged twice for the same payment of £37.32.,Yes,Low,Eligible,Resolved,5,3,No,Refund Team,37.32,Duplicate Processing,Neutral
DSP-0662,CUST-5954,TXN-924843,2026-03-04,Bank Transfer,Refund Delay,235.4,Travel,Success,My refund of £235.40 is still pending after several days.,No,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,235.4,Bank Reversal Delay,Negative
DSP-0663,CUST-1890,TXN-188771,2026-01-15,Card,Chargeback Request,9.85,Transport,Success,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,Resolved,10,7,No,Payment Operations,9.85,Customer Evidence Missing,Neutral
DSP-0664,CUST-9458,TXN-251154,2026-05-24,Wallet,Refund Delay,11.67,Transport,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Open,7,4,No,Refund Team,0,Manual Follow-up Delay,Positive
DSP-0665,CUST-2879,TXN-170403,2026-01-01,Card,APP Scam Claim,42.03,Food Delivery,Success,I was tricked into sending money and need urgent help.,No,High,Manual Review,Resolved,10,8,No,Fraud Review,21.02,Customer Evidence Missing,Negative
DSP-0666,CUST-9957,TXN-372914,2026-04-23,Open Banking,Merchant Not Credited,30.84,Retail,Success,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Resolved,7,15,Yes,Merchant Support,0,Merchant Settlement Delay,Negative
DSP-0667,CUST-8801,TXN-603805,2026-03-16,Card,Failed Payment,49.63,Travel,Success,My payment of £49.63 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,1,No,Payment Operations,24.82,Gateway Timeout,Positive
DSP-0668,CUST-5960,TXN-135739,2026-04-24,Card,APP Scam Claim,143.78,E-commerce,Success,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,12,Yes,Fraud Review,0,Fraud Indicator,Negative
DSP-0669,CUST-9602,TXN-509599,2026-05-12,Card,Merchant Not Credited,18.74,Travel,Success,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,10,Yes,Merchant Support,18.74,Merchant Settlement Delay,Negative
DSP-0670,CUST-7168,TXN-594668,2026-02-16,Bank Transfer,Chargeback Request,94.27,Retail,Failed,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Resolved,10,11,Yes,Payment Operations,0,Manual Follow-up Delay,Negative
DSP-0671,CUST-2107,TXN-147111,2026-01-08,Open Banking,Failed Payment,135.55,Transport,Success,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Awaiting Evidence,5,9,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0672,CUST-7882,TXN-167496,2026-01-16,Bank Transfer,Failed Payment,107.34,Transport,Success,My payment of £107.34 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,4,No,Payment Operations,107.34,Gateway Timeout,Neutral
DSP-0673,CUST-5136,TXN-614958,2026-04-23,Wallet,Duplicate Debit,75.49,Subscription,Pending,I was charged twice for the same payment of £75.49.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,75.49,Duplicate Processing,Neutral
DSP-0674,CUST-3302,TXN-105490,2026-04-03,Wallet,Merchant Not Credited,90.57,E-commerce,Failed,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Resolved,7,8,Yes,Merchant Support,45.28,Gateway Timeout,Negative
DSP-0675,CUST-9205,TXN-469209,2026-04-02,Bank Transfer,Merchant Not Credited,34.14,Food Delivery,Failed,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Resolved,7,7,No,Merchant Support,0,Gateway Timeout,Positive
DSP-0676,CUST-4670,TXN-961224,2026-03-16,Open Banking,Duplicate Debit,55.59,Transport,Success,There are two debits for one order. Please refund the duplicate amount.,Yes,Low,Eligible,Resolved,5,4,No,Refund Team,55.59,Duplicate Processing,Neutral
DSP-0677,CUST-7540,TXN-748696,2026-01-15,Bank Transfer,APP Scam Claim,274.14,Travel,Failed,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,10,No,Fraud Review,274.14,Customer Evidence Missing,Negative
